1	Brand	Thaumaturgy
1	Chime of Unseen Spirits	Thaumaturgy
1	Sigil of Authority	Thaumaturgy
2	Eyes of Babel	Thaumaturgy
2	Preserve	Thaumaturgy
2	Seal Egress	Thaumaturgy
3	Amulet of Mnemosyne	Thaumaturgy
3	Dante’s Urban Legend	Thaumaturgy
3	Translocation of the Vessel	Thaumaturgy
4	Preservation of the Sanguine Heart	Thaumaturgy
4	Summon the Blood Imp	Thaumaturgy
4	Vigil of the Stone Guardian	Thaumaturgy
5	Mirror Prison	Thaumaturgy
5	Sanctuary	Thaumaturgy
5	Way of the Wendigo	Thaumaturgy
1	Blood into Water	Thaumaturgy
1	Blood Mastery	Thaumaturgy
1	Encrypt Missive	Thaumaturgy
1	Impressive Visage	Thaumaturgy
1	Learning the Mind Enslumbered	Thaumaturgy
1	Purify Blood	Thaumaturgy
1	Sanguineous Phial	Thaumaturgy
1	Sense the Mystical	Thaumaturgy
2	Craft Bloodstone	Thaumaturgy
2	Extinguish	Thaumaturgy
2	Illusion of Peaceful Death	Thaumaturgy
2	The Jinx	Thaumaturgy
2	Oinos of Dionysus	Thaumaturgy
2	Whispers of the Ghost	Thaumaturgy
3	A Touch of Nightshade	Thaumaturgy
3	The Bottled Voice	Thaumaturgy
3	Inscription	Thaumaturgy
3	Rutor’s Hands	Thaumaturgy
3	Soul of the Homunculus	Thaumaturgy
3	Transubstantiation of Seven	Thaumaturgy
4	The Curse Belated	Thaumaturgy
4	Track Transgressor	Thaumaturgy
4	Infirm Inert	Thaumaturgy
4	Innocence of the Child’s Heart	Thaumaturgy
4	Mirror Walk	Thaumaturgy
4	Scry	Thaumaturgy
4	Stolen Kisses	Thaumaturgy
4	Unweave Ritual	Thaumaturgy
5	Abandon the Fetters	Thaumaturgy
5	Cobra’s Favor	Thaumaturgy
5	Court of Hallowed Truth	Thaumaturgy
5	Nectar of the Bitter Rose	Thaumaturgy
5	Severed Hand	Thaumaturgy
5	Stone of the True Form	Thaumaturgy
2	Hidden Haven	Thaumaturgy
3	Father’s Freedom	Thaumaturgy
5	Warding Circle versus Technology	Thaumaturgy
5	At Our Command It Breathes	Thaumaturgy
5	Mirror of Blood	Thaumaturgy
5	Asymmetrical Reproduction	Thaumaturgy
1	Sanctify the Temple	Thaumaturgy
2	Haruspicy	Thaumaturgy
3	Craft Dream Catcher	Thaumaturgy
4	Houngan’s Doll	Thaumaturgy
5	Skinwalker’s Belt	Thaumaturgy
1	Water Walking	Thaumaturgy
2	Blood Crystal	Thaumaturgy
3	Enfolding the Believers	Thaumaturgy
4	Transcending Barriers Through Love	Thaumaturgy
5	The Pursuit of Apotheosis	Thaumaturgy
1	Calling Card	Thaumaturgy
2	Beat Your Way to Glory	Thaumaturgy
3	BFU	Thaumaturgy
4	Baron Zaraguin’s Sting	Thaumaturgy
5	Bloody Mary	Thaumaturgy
1	CCTV	Thaumaturgy
2	Self-Executing File	Thaumaturgy
3	Telecommunication	Thaumaturgy
4	Non-Disclosure Clause	Thaumaturgy
5	Ghost in the System	Thaumaturgy
1	Flatline	Thaumaturgy
2	Iron Body	Thaumaturgy
3	Hell’s Calling	Thaumaturgy
4	Ward versus Vitae	Thaumaturgy
1	Preserve Corpse	Necromancy
2	Haunting Breeze	Necromancy
3	Death’s Head	Necromancy
4	Impregnable Soul	Necromancy
5	Enochian Passage	Necromancy
1	Word of Insight	Necromancy
2	Draining the Well of Life	Necromancy
3	Tempest Prison	Necromancy
4	Summon Ethereal Horde	Necromancy
2	Thanatos’ Caress	Necromancy
4	Point of the Needle	Necromancy
5	Creation of the Shabti	Setite Sorcery
1	Armor of Diamond Serenity	Setite Sorcery
2	Craft Gris-Gris	Setite Sorcery
3	Scorpion Sending	Setite Sorcery
4	Dismemberment of Osiris	Setite Sorcery
5	Shackles of Blood	Setite Sorcery
1	The Word of the Dark God	Setite Sorcery
1	Typhon’s Brew	Setite Sorcery
2	To Lace with Hidden Nectar	Setite Sorcery
3	Rings Like Chains	Setite Sorcery
3	Blood and Bane	Assamite Sorcery
1	Horoscope	Assamite Sorcery
2	Infusion of Kalif	Assamite Sorcery
3	Bull of Heaven	Assamite Sorcery
4	Directing Ahriman’s Lance	Assamite Sorcery
5	Seeing With the Sky’s Eyes	Assamite Sorcery
1	Rite of Reclamation	Assamite Sorcery
2	Blade of Smoke and Shadow	Assamite Sorcery
3	Bound by Oath	Assamite Sorcery
1	Weight of Shadows	Abyss Mysticism
2	Feed the Darkness	Abyss Mysticism
3	Abyssal Threads	Abyss Mysticism
4	Maw of Ahriman	Abyss Mysticism
5	Ahriman’s Wight	Abyss Mysticism
1	Reawakening the Dead Water	Koldunic Sorcery
2	Invoke the Lesser Sign of Power	Koldunic Sorcery
3	Cowing the Servant	Koldunic Sorcery
4	Ties That Bind	Koldunic Sorcery
5	The Inmost Tug	Koldunic Sorcery
