# road_sins_raw.tsv - MACHINE OUTPUT of research\road_sins_parse.ps1 (T849, I141, R139)
# Regenerate: road_table_cache.ps1 then road_sins_parse.ps1. Do NOT hand-edit.
# tid<TAB>book<TAB>pag_impressa<TAB>titulo_da_tabela<TAB>score<TAB>minimum_wrongdoing<TAB>rationale
# UNMAPPED to a picker name on purpose: the name<->table map is road_sins_map.tsv, by hand (I142b).
bh:54:1	bh	54	Via Hyron: Path of the Hive Hierarchy of Sins	10	Failing to ride the wave in frenzy	The heart of Abel’s prized Beast was to him by the One Above. Its voice is sacred and unleashing its divinity protects his angels from assault.
bh:54:1	bh	54	Via Hyron: Path of the Hive Hierarchy of Sins	9	Failing to staunch the influence of institutionalized religion	Throughout history, the deceiver, Lucifer, has twisted faith and clothed the spread of ignorance, bigotry, delusion, greed, and mayhem in the hypocrisy of religion. It is the duty of the Molochim to shepherd Caine’s flock.
bh:54:1	bh	54	Via Hyron: Path of the Hive Hierarchy of Sins	8	Feeding on the children of Seth	Reclaim Abel’s blood in vengeance from the builders, Caine’s children. Those living in harmony with Creation in the wild are not subject to retribution from the One Above.
bh:54:1	bh	54	Via Hyron: Path of the Hive Hierarchy of Sins	7	Not actively pursuing safe knowledge of sorcery and the demonic	Know thy enemy. Ignorance is darkness, and darkness is where the infernal hides. Blood sorcery is the sacrament in the arsenal against atrocity.
bh:54:1	bh	54	Via Hyron: Path of the Hive Hierarchy of Sins	6	Refusing an opportunity to convert those seeking redemption	The larger the hive, the greater the swarm. Those who have faced the infernal are hornets without a Nest waiting to be saved. Bind them through the blood and release them when they find shelter
bh:54:1	bh	54	Via Hyron: Path of the Hive Hierarchy of Sins	5	Refusing to sing a lullaby to the sleepers	The sleepers’ dreams are fueled by havoc and devastation visited upon Creation. Without fuel, the sleepers turn their attentions away from dreaming and seek to awaken.
bh:54:1	bh	54	Via Hyron: Path of the Hive Hierarchy of Sins	4	Not being selective in a lullaby	Undirected destruction that does not serve as fertilizer for new Creation to emerge is no better than an awoken sleeper. Shepherd Creation by strategic application of violence and suffering.
bh:54:1	bh	54	Via Hyron: Path of the Hive Hierarchy of Sins	3	Failing to enslave or extinguish the demonic	The One Above damned Lucifer and his children; their existence is forfeit.
bh:54:1	bh	54	Via Hyron: Path of the Hive Hierarchy of Sins	2	Failing to cleanse the infernal	Each utterance of a sleeper’s name and soul lost to the demonic stirs the sleepers from dream.
bh:54:1	bh	54	Via Hyron: Path of the Hive Hierarchy of Sins	1	Failing to Nest	Independence is the gateway to the infernal; Lucifer preys first upon individuals alone. Unity is the of the hive, isolation weakens the swarm. If leaving a Nest, find another.
bh:57:1	bh	57	Path of the Scorched Heart Hierarchy of Sins	10	Failing to acquire knowledge that is safely and readily available	Knowledge is the wellspring of truth; you can never know enough.
bh:57:1	bh	57	Path of the Scorched Heart Hierarchy of Sins	9	Committing to any action without purpose	Do not waste effort on what does not enhance you.
bh:57:1	bh	57	Path of the Scorched Heart Hierarchy of Sins	8	Sacrificing when you gain less	A victory that costs you more than you earn garners no benefit.
bh:57:1	bh	57	Path of the Scorched Heart Hierarchy of Sins	7	Relying on others	Your actions are the only ones you can predict with absolute certainty.
bh:57:1	bh	57	Path of the Scorched Heart Hierarchy of Sins	6	Making assumptions	Without clarity, error hides in the fog of unconsidered data.
bh:57:1	bh	57	Path of the Scorched Heart Hierarchy of Sins	5	Acting rashly	You cannot learn from indiscriminate action. Observe, think, calculate, consider, then act.
bh:57:1	bh	57	Path of the Scorched Heart Hierarchy of Sins	4	Speaking falsely	Truth is a bullet. Without trust, truth has no gun.
bh:57:1	bh	57	Path of the Scorched Heart Hierarchy of Sins	3	Falling to frenzy or Rötschreck	Carelessness is dangerous. You cannot control the threats you fail to see when not objective. If you cannot master yourself, you have no defense against others mastering you.
bh:57:1	bh	57	Path of the Scorched Heart Hierarchy of Sins	2	Making decisions based on emotion	The urges of emotion are the words of the Beast, not your own. Purge them.
bh:57:1	bh	57	Path of the Scorched Heart Hierarchy of Sins	1	Acknowledging your emotions	The Beast feels. You do not. Deny the Beast and it withers.
bh:59:1	bh	59	Path of Self-Focus Hierarchy of Sins	10	Accepting everything	A bowl filled to the brim will spill.
bh:59:1	bh	59	Path of Self-Focus Hierarchy of Sins	9	Accepting nothing	Oversharpen your knife and it will break.
bh:59:1	bh	59	Path of Self-Focus Hierarchy of Sins	8	Laziness	An ant on the move does more than a sleeping elephant.
bh:59:1	bh	59	Path of Self-Focus Hierarchy of Sins	7	Interfering in the universe	In order to lead, walk behind.
bh:59:1	bh	59	Path of Self-Focus Hierarchy of Sins	6	Restraining the Beast	Struggle creates conflict and moves you out of line with yourself.
bh:59:1	bh	59	Path of Self-Focus Hierarchy of Sins	5	Failure to treat others as you would be treatedAct as your own master.	Even a teacher must be questioned.
bh:59:1	bh	59	Path of Self-Focus Hierarchy of Sins	4	Allowing the universe to interfere with you	You alone control your actions.
bh:59:1	bh	59	Path of Self-Focus Hierarchy of Sins	3	Overconfidence	To know strength, harness weakness.
bh:59:1	bh	59	Path of Self-Focus Hierarchy of Sins	2	Rejecting nothing	Water is gentler and more flexible than anything, and yet nothing can resist it.
bh:59:1	bh	59	Path of Self-Focus Hierarchy of Sins	1	Rejecting everything	By not changing direction, you always arrive where you are headed.
bh:117:1	bh	117	Hierarchy of Sins against the Asakku	10	Using or answering to your former name	You are not a vampire. You are one strand in a web of power.
bh:117:1	bh	117	Hierarchy of Sins against the Asakku	9	Refusing to use Vicissitude at every opportunity	Become your power.
bh:117:1	bh	117	Hierarchy of Sins against the Asakku	8	Failing to increase your command of Vicissitude to the greatest extent possible	You must apply all your efforts to identifying with the Watcher within.
bh:117:1	bh	117	Hierarchy of Sins against the Asakku	7	Failing to commit Amaranth or convert a member of the Clan that practices Vicissitude	Take back the power they have stolen.
bh:117:1	bh	117	Hierarchy of Sins against the Asakku	6	Refusing to teach Vicissitude	Let the Watcher see through a thousand eyes.
bh:117:1	bh	117	Hierarchy of Sins against the Asakku	5	Allowing enemies to discover your true haven	Your lair belongs to the Watcher.
bh:117:1	bh	117	Hierarchy of Sins against the Asakku	4	Betraying another of the Corrupted	We emanate from the same darkness and must claw our way into the world together.
bh:117:1	bh	117	Hierarchy of Sins against the Asakku	3	Allowing enemies to discover your true nature	Let Caine’s bastards forget the origins of their gifts until we are ready to reclaim them openly.
bh:117:1	bh	117	Hierarchy of Sins against the Asakku	2	Refusing to convert those under the blood bond to the Path	The Watcher requires followers to manifest more powerfully.
bh:117:1	bh	117	Hierarchy of Sins against the Asakku	1	Failing to use Vicissitude nightly, unless in torpor	The murmuring shadow within must speak
core:312:1	core	312	to be done to get it. Though she won’t necessarily go	10	Selfish thoughts	
core:312:1	core	312	to be done to get it. Though she won’t necessarily go	9	Minor selfish acts	
core:312:1	core	312	to be done to get it. Though she won’t necessarily go	8	Injury to another (accidental or otherwise) individuals.	
core:312:1	core	312	to be done to get it. Though she won’t necessarily go	7	Theft	
core:312:1	core	312	to be done to get it. Though she won’t necessarily go	6	Accidental violation (drinking a vessel dry out of starvation)	
core:312:1	core	312	to be done to get it. Though she won’t necessarily go	5	Intentional property damage	
core:312:1	core	312	to be done to get it. Though she won’t necessarily go	4	Impassioned violation (manslaughter, killing a vessel in frenzy) rather than taboos, for a vampire with Humanity 4.	
core:312:1	core	312	to be done to get it. Though she won’t necessarily go	3	Planned violation (outright murder, savored exsanguination)	
core:312:1	core	312	to be done to get it. Though she won’t necessarily go	2	Casual violation (thoughtless killing, feeding past satiation)	
core:312:1	core	312	to be done to get it. Though she won’t necessarily go	1	Utter perversion or heinous acts twisted pleasures and aberrant whims, which may in-	
core:317:1	core	317	Path of Blood Hierarchy of Sins	10	Killing a mortal for sustenance	Human blood is nourishing to the body, but the murder of lessers is poison to the soul.
core:317:1	core	317	Path of Blood Hierarchy of Sins	9	Breaking a word of honor to a Clanmate	Solidarity is important to the Assamites’ holy cause.
core:317:1	core	317	Path of Blood Hierarchy of Sins	8	Refusing to offer a non-Assamite an opportunity to convert	The childer of Khayyin are accursed and must be saved.
core:317:1	core	317	Path of Blood Hierarchy of Sins	7	Failing to destroy an unrepentant Kindred outside the Clan	Those who do not accept Haqim’s teachings forfeit their unlives.
core:317:1	core	317	Path of Blood Hierarchy of Sins	6	Succumbing to frenzy	Haqim teaches ascendance, not indulgence.
core:317:1	core	317	Path of Blood Hierarchy of Sins	5	Failing to pursue the lore of Khayyin	To oppose one’s enemies successfully, one must learn all about them.
core:317:1	core	317	Path of Blood Hierarchy of Sins	4	Failing to demand blood as payment	Other members of the Clan may benefit from such vitae, no matter how diluted.
core:317:1	core	317	Path of Blood Hierarchy of Sins	3	Refusal to aid a more advanced member of the Path	To act selfishly is to fall into the snares of Khayyin’s pawn.
core:317:1	core	317	Path of Blood Hierarchy of Sins	2	Failing to tithe blood	Haqim has decreed this as paramount to his childer’s cause.
core:317:1	core	317	Path of Blood Hierarchy of Sins	1	Acting against another Assamite VAMPIRE THE MASQUERADE 20th ANN	This is treason to the Path and the Clan. IVERSARY EDITION 317
core:319:1	core	319	Path of the Bones Hierarchy of Sins	10	Showing a fear of death	Fear inhibits learning.
core:319:1	core	319	Path of the Bones Hierarchy of Sins	9	Failing to study an occurrence of death	Refusal to learn indicates refusal to understand.
core:319:1	core	319	Path of the Bones Hierarchy of Sins	8	Accidental killing	There is no opportunity to gain insight.
core:319:1	core	319	Path of the Bones Hierarchy of Sins	7	Postponing feeding when hungry	Denial of the self serves no greater purpose.
core:319:1	core	319	Path of the Bones Hierarchy of Sins	6	Succumbing to frenzy	The Beast is irrational, and emotion serves little to advance understanding.
core:319:1	core	319	Path of the Bones Hierarchy of Sins	5	Refusing to kill when an opportunity presents itself	Experimentation proves theory, and without proof, there is no conclusion.
core:319:1	core	319	Path of the Bones Hierarchy of Sins	4	Making a decision based on emotion rather than logic	Vampires are dead; so, too, are their emotions.
core:319:1	core	319	Path of the Bones Hierarchy of Sins	3	Inconveniencing oneself for another’s benefit	Death is inevitable; what meaning does easing another’s doomed discomfort have?
core:319:1	core	319	Path of the Bones Hierarchy of Sins	2	Needlessly preventing a death	One must not prevent the cycle, but should learn from it.
core:319:1	core	319	Path of the Bones Hierarchy of Sins	1	Actively preventing a death VAMPIRE THE MASQUERADE 20th ANNIVERSARY	Such emotional ties befit humans, not Kindred. EDITION 319
core:322:1	core	322	Path of Caine Hierarchy of Sins	10	Failing to engage in research or study each night, regardless of circumstances	The search for truth requires dedication.
core:322:1	core	322	Path of Caine Hierarchy of Sins	9	Failing to instruct other vampires in the Path of Caine	All vampires must have the opportunity to explore their potential.
core:322:1	core	322	Path of Caine Hierarchy of Sins	8	Befriending or co-existing with mortals	Caine was separated from mortals, as all vampires should be.
core:322:1	core	322	Path of Caine Hierarchy of Sins	7	Showing disrespect to other students of Caine	All of the Children of Caine deserve the respect due their heritage, as long as they strive to understand themselves.
core:322:1	core	322	Path of Caine Hierarchy of Sins	6	Failing to ride the wave in frenzy	Direct the Beast; do not be directed by it.
core:322:1	core	322	Path of Caine Hierarchy of Sins	5	Succumbing to Rötschreck	Master your fear. Terror is for lesser beings.
core:322:1	core	322	Path of Caine Hierarchy of Sins	4	Failing to diablerize a “humane” vampire	Those who do not explore their potential forfeit that potential.
core:322:1	core	322	Path of Caine Hierarchy of Sins	3	Failing to regularly test the limits of abilities and Disciplines	Develop your capabilities to their limits in order to discern your true nature.
core:322:1	core	322	Path of Caine Hierarchy of Sins	2	Failing to pursue lore about vampirism when the opportunity arises	Every scrap of knowledge adds a piece to the puzzle of undead existence.
